time,T1,T2,T3,T4,thermo1,thermo2,thermo3
34100.0,19.868097,24.48835,26.800817,28.97162,24.681948,30.931984,28.971878
34200.0,19.856903,24.503443,26.82403,28.99,24.677801,30.93602,28.985487
34300.0,19.84572,24.518404,26.847128,29.008265,24.673635,30.940062,28.999025
34400.0,19.834562,24.533236,26.87011,29.026434,24.669462,30.944124,29.012503
34500.0,19.823431,24.547943,26.893011,29.0445,24.665274,30.94821,29.025932
34600.0,19.812313,24.562536,26.915833,29.062445,24.661074,30.952307,29.039305
34700.0,19.801205,24.576996,26.938555,29.080284,24.656868,30.956423,29.052607
34800.0,19.790112,24.591322,26.96116,29.098015,24.65264,30.960558,29.065857
34900.0,19.779047,24.605515,26.983665,29.115631,24.648401,30.9647,29.079048
35000.0,19.767996,24.619593,27.006083,29.133133,24.644144,30.968866,29.092178
35100.0,19.75695,24.633545,27.028406,29.150515,24.639875,30.973059,29.105255
35200.0,19.745932,24.64736,27.050623,29.167822,24.635584,30.977264,29.118273
35300.0,19.734922,24.661055,27.072731,29.18505,24.631277,30.981491,29.131248
35400.0,19.723928,24.67462,27.094728,29.202156,24.626955,30.985716,29.144157
35500.0,19.712963,24.688057,27.116632,29.219156,24.622622,30.989962,29.157011
35600.0,19.702005,24.701376,27.138449,29.236046,24.61827,30.994219,29.169802
35700.0,19.691065,24.714563,27.16017,29.252851,24.613897,30.99849,29.182549
35800.0,19.680147,24.727644,27.1818,29.269564,24.609512,31.002783,29.195238
35900.0,19.669252,24.74063,27.203363,29.286184,24.605112,31.007078,29.207876
36000.0,19.658373,24.753485,27.22483,29.302717,24.600708,31.011393,29.220457
36100.0,19.64752,24.76622,27.246195,29.31915,24.596285,31.015717,29.232986
36200.0,19.636667,24.778849,27.267456,29.335482,24.59185,31.020063,29.24546
36300.0,19.625854,24.791357,27.28863,29.35169,24.5874,31.024412,29.257874
36400.0,19.615042,24.803759,27.309715,29.367805,24.58294,31.02877,29.270239
36500.0,19.604261,24.816042,27.330694,29.38381,24.57846,31.033155,29.282537
36600.0,19.593493,24.828234,27.351585,29.399727,24.573975,31.037542,29.294785
36700.0,19.582733,24.840315,27.372396,29.41554,24.569466,31.041939,29.306969
36800.0,19.571999,24.852312,27.393122,29.43128,24.564949,31.046356,29.319098
36900.0,19.561281,24.86425,27.413816,29.446943,24.560423,31.05078,29.33119
37000.0,19.550571,24.8761,27.434448,29.462524,24.555885,31.05523,29.343224
37100.0,19.539875,24.887857,27.454992,29.478003,24.55133,31.059677,29.355204
37200.0,19.5292,24.899498,27.475447,29.493383,24.54677,31.06414,29.367128
37300.0,19.518538,24.91105,27.495832,29.508675,24.54219,31.06862,29.379007
37400.0,19.507898,24.922485,27.51613,29.523874,24.537605,31.07311,29.390831
37500.0,19.497286,24.933802,27.536331,29.538984,24.533005,31.077621,29.402605
37600.0,19.48667,24.945013,27.556442,29.553991,24.528389,31.082129,29.414324
37700.0,19.476072,24.956121,27.576471,29.568901,24.52376,31.086647,29.425987
37800.0,19.465487,24.967123,27.596413,29.58372,24.519117,31.091179,29.437613
37900.0,19.454908,24.978006,27.616257,29.598442,24.514448,31.095716,29.449165
38000.0,19.444357,24.988785,27.63601,29.613068,24.509771,31.100266,29.460676
38100.0,19.433813,24.999456,27.655691,29.62764,24.50508,31.104836,29.472137
38200.0,19.423292,25.010025,27.67528,29.642134,24.500366,31.109404,29.483551
38300.0,19.412786,25.020502,27.694818,29.656555,24.495653,31.113989,29.494911
38400.0,19.402302,25.030878,27.714277,29.670885,24.490921,31.118574,29.506233
38500.0,19.391823,25.041151,27.733652,29.685114,24.486176,31.123175,29.517502
38600.0,19.381374,25.051323,27.75294,29.699265,24.481413,31.127777,29.528704
38700.0,19.370928,25.061392,27.77217,29.713326,24.476639,31.1324,29.539865
38800.0,19.360512,25.071356,27.791311,29.72731,24.471842,31.137024,29.55098
38900.0,19.350122,25.081213,27.810364,29.741205,24.467041,31.141653,29.562057
39000.0,19.339731,25.090963,27.829325,29.755026,24.462225,31.146296,29.573082
39100.0,19.329355,25.100624,27.848219,29.768774,24.457382,31.150946,29.584068
39200.0,19.319012,25.110176,27.867025,29.78244,24.452536,31.155602,29.595016
39300.0,19.308678,25.119627,27.885742,29.796015,24.44768,31.160273,29.605906
39400.0,19.29836,25.128975,27.904367,29.809546,24.4428,31.164955,29.616743
39500.0,19.288054,25.138222,27.922934,29.822989,24.43791,31.16964,29.627533
39600.0,19.277775,25.147371,27.94143,29.836344,24.432997,31.174322,29.63827
39700.0,19.267508,25.15645,27.959856,29.849623,24.428078,31.179022,29.648966
39800.0,19.257257,25.165436,27.978228,29.862831,24.423143,31.183714,29.659609
39900.0,19.247011,25.174324,27.99653,29.87596,24.418192,31.188416,29.670206
40000.0,19.236788,25.183105,28.014746,29.88901,24.413221,31.19313,29.68075
40100.0,19.226576,25.191813,28.032896,29.901993,24.408241,31.19784,29.691246
40200.0,19.216383,25.200438,28.05098,29.91488,24.403246,31.202574,29.70169
40300.0,19.206217,25.208963,28.068987,29.927696,24.398241,31.207308,29.712088
40400.0,19.196056,25.217394,28.08692,29.940428,24.39322,31.212051,29.722448
40500.0,19.185911,25.22576,28.104774,29.953085,24.38819,31.216795,29.73276
40600.0,19.17578,25.234026,28.12255,29.965673,24.383148,31.221542,29.743036
40700.0,19.16567,25.242203,28.140251,29.97818,24.378084,31.226301,29.753271
40800.0,19.15558,25.25031,28.157892,29.990608,24.373009,31.231064,29.76345
40900.0,19.14549,25.258324,28.175467,30.002966,24.367922,31.235834,29.773588
41000.0,19.13542,25.266273,28.192976,30.015253,24.362814,31.240602,29.783678
41100.0,19.125357,25.274168,28.210447,30.027472,24.357698,31.245382,29.793732
41200.0,19.115314,25.281977,28.22785,30.039652,24.35257,31.250166,29.803741
41300.0,19.105284,25.289694,28.245193,30.05176,24.347427,31.254951,29.813707
41400.0,19.095272,25.297346,28.262472,30.063795,24.342278,31.259752,29.823633
41500.0,19.085274,25.304901,28.279678,30.075758,24.337105,31.264563,29.83351
41600.0,19.075283,25.312372,28.296824,30.08766,24.331932,31.269363,29.843353
41700.0,19.06531,25.319763,28.31391,30.099512,24.326729,31.274172,29.853142
41800.0,19.05537,25.327059,28.330925,30.111284,24.321526,31.278992,29.862892
41900.0,19.04542,25.334269,28.34786,30.122978,24.316313,31.283821,29.87259
42000.0,19.035494,25.3414,28.364723,30.134598,24.311089,31.288645,29.882238
42100.0,19.025583,25.348444,28.381523,30.146158,24.305847,31.293478,29.891846
42200.0,19.015686,25.355408,28.398237,30.157663,24.300604,31.298315,29.901419
42300.0,19.0058,25.36228,28.414879,30.169088,24.295336,31.303152,29.910944
42400.0,18.995928,25.36907,28.431448,30.18044,24.290064,31.307983,29.920425
42500.0,18.986078,25.37577,28.44796,30.191727,24.284765,31.312834,29.929857
42600.0,18.976221,25.3824,28.464437,30.202932,24.279455,31.31768,29.939249
42700.0,18.966398,25.388956,28.480858,30.214075,24.274126,31.322525,29.9486
42800.0,18.956575,25.395422,28.497221,30.225159,24.268791,31.327377,29.95791
42900.0,18.946777,25.401815,28.51354,30.236153,24.263443,31.33224,29.967165
43000.0,18.936987,25.408148,28.529793,30.247091,24.258087,31.33709,29.976387
43100.0,18.927202,25.414385,28.545975,30.25797,24.252718,31.341959,29.98557
43200.0,18.917446,25.42055,28.562096,30.268776,24.247335,31.346825,29.99471
43300.0,18.907698,25.426638,28.578148,30.279526,24.241936,31.3517,30.003824
43400.0,18.897951,25.432625,28.594126,30.290243,24.236532,31.356565,30.012896
43500.0,18.888235,25.438543,28.610037,30.300909,24.23111,31.361427,30.021929
43600.0,18.878529,25.44438,28.625875,30.311518,24.225676,31.36631,30.030928
43700.0,18.868841,25.450132,28.641647,30.322062,24.22023,31.371185,30.039886
43800.0,18.859152,25.455801,28.657347,30.332535,24.214766,31.376062,30.048813
43900.0,18.849474,25.461393,28.672981,30.342957,24.209284,31.380949,30.057709
44000.0,18.83982,25.466898,28.688545,30.353327,24.203794,31.385824,30.066559
44100.0,18.830181,25.472343,28.704062,30.363632,24.198282,31.390715,30.07537
44200.0,18.820555,25.47774,28.71956,30.37387,24.192766,31.395592,30.084131
44300.0,18.810938,25.48307,28.735006,30.384048,24.187239,31.400475,30.09286
44400.0,18.801336,25.488325,28.750418,30.39415,24.181707,31.40536,30.101534
44500.0,18.791752,25.49351,28.76576,30.404184,24.176168,31.41025,30.110163
44600.0,18.782166,25.49862,28.781042,30.414162,24.170603,31.415138,30.118752
44700.0,18.772604,25.503641,28.796244,30.42409,24.16503,31.420034,30.127304
44800.0,18.763052,25.508596,28.811396,30.43396,24.159445,31.424927,30.13582
44900.0,18.753504,25.513468,28.826477,30.443766,24.153845,31.429823,30.144304
45000.0,18.743986,25.518286,28.841494,30.4535,24.14823,31.43471,30.152735
45100.0,18.734472,25.523026,28.856445,30.463179,24.142601,31.439604,30.161133
45200.0,18.724974,25.527702,28.871336,30.472792,24.136963,31.44449,30.169481
45300.0,18.71547,25.532297,28.886164,30.482353,24.13131,31.449389,30.177797
45400.0,18.706009,25.536821,28.900932,30.491846,24.12564,31.454277,30.186079
45500.0,18.696547,25.541267,28.915644,30.501295,24.11997,31.459177,30.19432
45600.0,18.687098,25.545652,28.930285,30.51069,24.114283,31.464064,30.202532
45700.0,18.67766,25.549957,28.944878,30.520052,24.108582,31.468948,30.210718
45800.0,18.668222,25.554201,28.95945,30.529348,24.10286,31.473839,30.218866
45900.0,18.658798,25.558403,28.973986,30.538599,24.09712,31.47873,30.226976
46000.0,18.649391,25.562555,28.988503,30.5478,24.09137,31.48362,30.235048
46100.0,18.639986,25.566643,29.002966,30.55696,24.085615,31.48851,30.243101
46200.0,18.630598,25.570663,29.01737,30.566084,24.07985,31.493406,30.251112
46300.0,18.621216,25.574606,29.031713,30.575163,24.07406,31.498299,30.2591
46400.0,18.611834,25.578476,29.045996,30.584188,24.06826,31.503197,30.267044
46500.0,18.602472,25.582277,29.060213,30.593155,24.062445,31.50808,30.27497
46600.0,18.593119,25.585999,29.07438,30.602049,24.05661,31.512978,30.282854
46700.0,18.583775,25.589651,29.088484,30.610895,24.050758,31.517862,30.290703
46800.0,18.574438,25.593246,29.102533,30.61969,24.044897,31.52275,30.298515
46900.0,18.565123,25.596807,29.116562,30.628424,24.039022,31.527634,30.306295
47000.0,18.555817,25.600294,29.130526,30.637125,24.033144,31.532522,30.314032
47100.0,18.546513,25.60372,29.14444,30.645761,24.027252,31.537424,30.321737
47200.0,18.537222,25.607077,29.158293,30.65435,24.021345,31.54231,30.3294
47300.0,18.527943,25.610369,29.172104,30.662867,24.015432,31.547195,30.337019
47400.0,18.51867,25.613602,29.185862,30.67135,24.009497,31.552086,30.344614
47500.0,18.50942,25.61677,29.199575,30.67977,24.003557,31.556963,30.352152
47600.0,18.50017,25.619871,29.213234,30.688133,23.997606,31.56185,30.359665
