date,actiontime,temperature
1/4,17:15,17.73
2/4,16:0,14.7
3/4,17:15,17.75
4/4,None,21.5
5/4,None,21.4
6/4,15:15,12.32
7/4,17:0,17.4
8/4,15:0,10.5
9/4,14:45,7.65
10/4,15:15,11.18
11/4,15:0,10.6
12/4,14:45,9.27
13/4,14:45,9.15
14/4,14:45,7.88
15/4,14:45,9.88
16/4,14:45,8.0
17/4,15:15,11.82
18/4,15:45,14.05
19/4,16:45,16.83
20/4,None,20.27
21/4,None,21.3
22/4,17:30,18.25
23/4,15:30,13.0
24/4,14:30,6.15
25/4,15:30,13.25
26/4,14:30,6.3
27/4,14:45,9.65
28/4,14:30,4.6
29/4,14:30,5.15
30/4,14:45,7.38
