date,actiontime,temperature
1/4,17:0,17.8
2/4,15:45,14.68
3/4,17:0,17.8
4/4,None,23.9
5/4,None,21.6
6/4,15:0,12.2
7/4,16:30,16.85
8/4,14:45,10.67
9/4,14:15,7.75
10/4,15:0,11.8
11/4,14:45,10.6
12/4,14:30,9.05
13/4,14:30,9.6
14/4,14:30,7.95
15/4,14:30,9.75
16/4,14:30,8.0
17/4,14:45,11.52
18/4,15:30,13.9
19/4,16:30,16.85
20/4,None,20.6
21/4,None,21.6
22/4,17:15,18.42
23/4,15:15,13.2
24/4,14:0,5.7
25/4,15:15,13.22
26/4,14:15,6.15
27/4,14:30,9.7
28/4,14:0,4.1
29/4,14:0,5.2
30/4,14:15,7.32
