date,actiontime,temperature
1/2,14:15,4.85
2/2,14:15,5.7
3/2,14:15,6.48
4/2,14:15,5.98
5/2,14:15,9.38
6/2,14:15,3.08
7/2,14:15,1.98
8/2,14:15,3.35
9/2,14:15,1.88
10/2,14:15,0.95
11/2,14:15,2.78
12/2,14:15,-1.3
13/2,14:15,-1.1
14/2,14:15,-0.55
15/2,14:15,-1.08
16/2,14:15,-1.65
17/2,14:15,-2.6
18/2,14:15,-1.33
19/2,14:15,-4.32
20/2,14:15,3.6
21/2,14:15,6.6
22/2,14:15,5.62
23/2,14:15,6.35
24/2,14:15,0.02
25/2,14:15,-0.88
26/2,14:15,0.85
27/2,14:15,0.0
28/2,14:15,2.9
